datetime,Mean_Returns_10,Sharpe_Ratio_10,Calmar_Ratio_10,Skewness_10,Kurtosis_10,ACF_Lag_1_10,ACF_Lag_2_10,Jarque-Bera_statistic,Jarque-Bera_pvalue,VaR_95_10,CVaR_95_10,Mean_Returns_30,Sharpe_Ratio_30,Calmar_Ratio_30,Skewness_30,Kurtosis_30,ACF_Lag_1_30,ACF_Lag_2_30,ACF_Lag_3_30,ACF_Lag_4_30,ACF_Lag_5_30,ACF_Lag_6_30,ACF_Lag_7_30,ACF_Lag_8_30,ACF_Lag_9_30,ACF_Lag_10_30,VaR_95_30,CVaR_95_30,Omega_Ratio_30,Cumulative_Returns,Log_Returns,Volatility_of_Volatility_30_x,Max_Drawdown_Duration_30_x,Historical_Volatility_10,Realized_Volatility_10,EWMA_Volatility_10,Parkinson_Volatility_10,Garman_Klass_Volatility_10,Volatility_of_Volatility_10,Max_Drawdown_Duration_10,Historical_Volatility_30,Realized_Volatility_30,EWMA_Volatility_30,Parkinson_Volatility_30,Garman_Klass_Volatility_30,Volatility_of_Volatility_30_y,Max_Drawdown_Duration_30_y,MACD_10,MACD_Signal_10,MACD_Diff_10,RSI_10,ADX_10,Momentum_10,OU_Theta_10,MACD_30,MACD_Signal_30,MACD_Diff_30,RSI_30,ADX_30,Momentum_30,OU_Theta_30
2022-07-01,0.0006627499999999,9.961241646445206,0.0031367256778109,1.2384582551124377,0.6904860997827943,-0.3066248495989526,-0.077997171668236,38.02091735158744,5.544503968430468e-09,-0.0001828749999999,-0.0003325,0.0004774166666666,4.274100942468506,0.0114427633656648,1.1663812285631412,6.236605163695407,-0.0320861062643184,-0.1618139510353077,-0.0466205323560506,0.2161465830502738,-0.1286919834753264,-0.3752287638376054,-0.1454071875699272,-0.0877151967589037,0.3003234176854236,-0.094412835056537,-0.0004754999999999,-0.0025025,3.567906704295712,0.0028999999999999,0.0028958031120254,0.0005255640901229,10.0,0.5077530153329446,0.4152107815864647,0.0,0.6773281349323546,0.7341976058884202,0.2938124507407546,444.0,0.8872402984264424,0.609482047180838,0.0,1.2010529911445635,1.29463432893564,0.1053473210238414,444.0,-2069.826436211872,-2264.73556788702,194.90913167514827,27.071486764505323,56.12367745368823,0.0,0.1465284735145698,-2069.826436211872,-2264.73556788702,194.90913167514827,33.255615944436414,38.672695609293406,0.0,0.0460773901594385
2022-07-02,0.0006627499999999,9.961241646445206,0.0031367256778109,1.2384582551124377,0.6904860997827943,-0.3066248495989526,-0.077997171668236,38.02091735158744,5.544503968430468e-09,-0.0001828749999999,-0.0003325,0.0004774166666666,4.274100942468506,0.0114427633656648,1.1663812285631412,6.236605163695407,-0.0320861062643184,-0.1618139510353077,-0.0466205323560506,0.2161465830502738,-0.1286919834753264,-0.3752287638376054,-0.1454071875699272,-0.0877151967589037,0.3003234176854236,-0.094412835056537,-0.0004754999999999,-0.0025025,3.567906704295712,0.0028999999999999,0.0,0.0005255640901229,10.0,0.4693021438078323,0.3492037257153018,0.0,0.6526492683815487,0.7155059726157117,0.2520602099660357,445.0,0.8791802783204664,0.596972840431395,0.0,1.1994592020784247,1.2934008783357107,0.1054325771811158,445.0,-2034.7968913320144,-2218.747832576019,183.9509412440043,26.91546522721696,55.15712644774966,0.0,-0.0562660010019723,-2034.7968913320144,-2218.747832576019,183.9509412440043,33.21151869450142,39.006943929596254,0.0,0.0476309782113709
2022-07-03,0.0006627499999999,9.961241646445206,0.0031367256778109,1.2384582551124377,0.6904860997827943,-0.3066248495989526,-0.077997171668236,38.02091735158744,5.544503968430468e-09,-0.0001828749999999,-0.0003325,0.0004774166666666,4.274100942468506,0.0114427633656648,1.1663812285631412,6.236605163695407,-0.0320861062643184,-0.1618139510353077,-0.0466205323560506,0.2161465830502738,-0.1286919834753264,-0.3752287638376054,-0.1454071875699272,-0.0877151967589037,0.3003234176854236,-0.094412835056537,-0.0004754999999999,-0.0025025,3.567906704295712,0.0028999999999999,0.0,0.0005255640901229,10.0,0.2720552426192288,0.2515052326932092,0.0,0.627427385303514,0.71338554319696,0.2671271945757932,446.0,0.8807893741202816,0.5831395798069862,0.0,1.198744958669821,1.2936064515744583,0.1053708785184344,446.0,-1978.9783374650945,-2170.793933553834,191.81559608873977,27.88070317291718,53.819593351234445,0.0,0.0617407641296452,-1978.9783374650945,-2170.793933553834,191.81559608873977,33.40245168558971,39.28902820738331,0.0,0.0587009699091883
2022-07-04,0.0006627499999999,9.961241646445206,0.0031367256778109,1.2384582551124377,0.6904860997827943,-0.3066248495989526,-0.077997171668236,38.02091735158744,5.544503968430468e-09,-0.0001828749999999,-0.0003325,0.0004774166666666,4.274100942468506,0.0114427633656648,1.1663812285631412,6.236605163695407,-0.0320861062643184,-0.1618139510353077,-0.0466205323560506,0.2161465830502738,-0.1286919834753264,-0.3752287638376054,-0.1454071875699272,-0.0877151967589037,0.3003234176854236,-0.094412835056537,-0.0004754999999999,-0.0025025,3.567906704295712,0.0037324069999999,0.0008296557404772,0.0005255640901229,10.0,0.4275230576870537,0.328360553147525,0.7778082138653589,0.6565364279436556,0.728495919375936,0.2388430432136996,447.0,0.9037803148397052,0.6092652087610958,0.0,1.2061588603355349,1.2992620294739758,0.1047542961696,447.0,-1839.247238709362,-2104.48459458494,265.2373558755776,40.29168151322472,50.962723755154144,0.0,0.3414256170317719,-1839.247238709362,-2104.48459458494,265.2373558755776,36.08004083890253,39.40997625517501,0.0,0.0793553217013149
2022-07-05,0.0006627499999999,9.961241646445206,0.0031367256778109,1.2384582551124377,0.6904860997827943,-0.3066248495989526,-0.077997171668236,38.02091735158744,5.544503968430468e-09,-0.0001828749999999,-0.0003325,0.0004774166666666,4.274100942468506,0.0114427633656648,1.1663812285631412,6.236605163695407,-0.0320861062643184,-0.1618139510353077,-0.0466205323560506,0.2161465830502738,-0.1286919834753264,-0.3752287638376054,-0.1454071875699272,-0.0877151967589037,0.3003234176854236,-0.094412835056537,-0.0004754999999999,-0.0025025,3.567906704295712,0.0052982295549199,0.0015587844639932,0.0005255640901229,10.0,0.4134381264859295,0.311287003482212,0.5558982509024294,0.6965675713964034,0.7795063630798311,0.1875228445470904,448.0,0.9029216096936032,0.6097389647479021,0.0,1.2147059515155725,1.3102478608573065,0.1039675072300538,448.0,-1713.326323858466,-2026.252940439645,312.92661658117913,39.82356874307547,47.53509189228983,0.0,0.3985119609679082,-1713.326323858466,-2026.252940439645,312.92661658117913,35.9880244363863,39.44223843812775,0.0,0.1107638658363169
2022-07-06,0.0006627499999999,9.961241646445206,0.0031367256778109,1.2384582551124377,0.6904860997827943,-0.3066248495989526,-0.077997171668236,38.02091735158744,5.544503968430468e-09,-0.0001828749999999,-0.0003325,0.0004774166666666,4.274100942468506,0.0114427633656648,1.1663812285631412,6.236605163695407,-0.0320861062643184,-0.1618139510353077,-0.0466205323560506,0.2161465830502738,-0.1286919834753264,-0.3752287638376054,-0.1454071875699272,-0.0877151967589037,0.3003234176854236,-0.094412835056537,-0.0004754999999999,-0.0025025,3.567906704295712,0.0052982295549199,0.0,0.0005255640901229,10.0,0.425375278482874,0.3066264506328103,1.2266727348447228,0.6978756822793419,0.7820122216106861,0.1587304158486828,449.0,0.8841496928702705,0.5915778738394764,0.0,1.2115091254758217,1.309532564460203,0.1033878635138902,449.0,-1564.5047942874407,-1933.9033112092045,369.39851692176353,44.67060619136285,44.45022321571194,0.0,0.4362178830701275,-1564.5047942874407,-1933.9033112092045,369.39851692176353,37.11393471683393,39.47342521498207,0.0,0.1377415448171443
2022-07-07,0.0006627499999999,9.961241646445206,0.0031367256778109,1.2384582551124377,0.6904860997827943,-0.3066248495989526,-0.077997171668236,38.02091735158744,5.544503968430468e-09,-0.0001828749999999,-0.0003325,0.0004774166666666,4.274100942468506,0.0114427633656648,1.1663812285631412,6.236605163695407,-0.0320861062643184,-0.1618139510353077,-0.0466205323560506,0.2161465830502738,-0.1286919834753264,-0.3752287638376054,-0.1454071875699272,-0.0877151967589037,0.3003234176854236,-0.094412835056537,-0.0004754999999999,-0.0025025,3.567906704295712,0.0069770775982767,0.0016686071005458,0.0005255640901229,10.0,0.5197051261381194,0.3752664007577835,2.1368470089163982,0.7268962623149728,0.7975941882011411,0.1053072602909703,450.0,0.9120881888816624,0.6186249382798308,0.0,1.210411329603805,1.3036899860814464,0.102717090430507,450.0,-1345.575051241336,-1816.2376592156309,470.6626079742948,55.6236268553328,40.63889805804341,4.2614568258562535,-0.0212859496660164,-1345.575051241336,-1816.2376592156309,470.6626079742948,40.11883929680681,39.25806323368319,0.0,0.1644737729086959
2022-07-08,0.0006627499999999,9.961241646445206,0.0031367256778109,1.2384582551124377,0.6904860997827943,-0.3066248495989526,-0.077997171668236,38.02091735158744,5.544503968430468e-09,-0.0001828749999999,-0.0003325,0.0004774166666666,4.274100942468506,0.0114427633656648,1.1663812285631412,6.236605163695407,-0.0320861062643184,-0.1618139510353077,-0.0466205323560506,0.2161465830502738,-0.1286919834753264,-0.3752287638376054,-0.1454071875699272,-0.0877151967589037,0.3003234176854236,-0.094412835056537,-0.0004754999999999,-0.0025025,3.567906704295712,0.0066422577199753,-0.0003325552903813,0.0005255640901229,10.0,0.4904465544679498,0.3345183285578558,1.9124771307766075,0.7425047118327267,0.8216286252639683,0.0716468425918732,451.0,0.910476095137988,0.6001468794354069,0.0,1.213520813832281,1.3093256626488656,0.0956948648627837,451.0,-1160.7488986981916,-1685.1399071121432,524.3910084139516,55.33065727907926,38.369275500418006,6.509083015107127,0.0314933204056292,-1160.7488986981916,-1685.1399071121432,524.3910084139516,40.0711574996266,38.89988180284955,0.0,0.213667973395091
2022-07-09,0.0006627499999999,9.961241646445206,0.0031367256778109,1.2384582551124377,0.6904860997827943,-0.3066248495989526,-0.077997171668236,38.02091735158744,5.544503968430468e-09,-0.0001828749999999,-0.0003325,0.0004774166666666,4.274100942468506,0.0114427633656648,1.1663812285631412,6.236605163695407,-0.0320861062643184,-0.1618139510353077,-0.0466205323560506,0.2161465830502738,-0.1286919834753264,-0.3752287638376054,-0.1454071875699272,-0.0877151967589037,0.3003234176854236,-0.094412835056537,-0.0004754999999999,-0.0025025,3.567906704295712,0.0066422577199753,0.0,0.0005255640901229,10.0,0.4837107742863139,0.3201998262249868,1.722865733741085,0.7432948987619291,0.8231474139850057,0.0718319834595419,452.0,0.9108522486459332,0.5982841567530951,0.0,1.214168709313097,1.3101773047640093,0.0865721258413241,452.0,-1003.3443757803652,-1548.7808008457876,545.4364250654223,55.230522079012125,36.32661519855514,7.310329738089193,0.0602705815980607,-1003.3443757803652,-1548.7808008457876,545.4364250654223,40.05590008603093,38.5536397530437,0.0,0.2676541863510767
2022-07-10,0.0006627499999999,9.961241646445206,0.0031367256778109,1.2384582551124377,0.6904860997827943,-0.3066248495989526,-0.077997171668236,38.02091735158744,5.544503968430468e-09,-0.0001828749999999,-0.0003325,0.0004774166666666,4.274100942468506,0.0114427633656648,1.1663812285631412,6.236605163695407,-0.0320861062643184,-0.1618139510353077,-0.0466205323560506,0.2161465830502738,-0.1286919834753264,-0.3752287638376054,-0.1454071875699272,-0.0877151967589037,0.3003234176854236,-0.094412835056537,-0.0004754999999999,-0.0025025,3.567906704295712,0.0066422577199753,0.0,0.0005255640901229,10.0,0.538258350393447,0.3678065200182204,0.3961097199099749,0.7010898712202797,0.7601079802668439,0.0767500223891655,453.0,0.910820121022122,0.5982203307039972,0.0,0.9837955424720776,1.007295902940455,0.0721686842269492,453.0,-926.5181042546574,-1424.3282615275616,497.8101572729042,46.61413477829007,32.996843798162104,4.669360303159582,0.2236013486140615,-926.5181042546574,-1424.3282615275616,497.8101572729042,38.65624475081354,38.29787058967296,0.0,0.379175873097559
2022-07-11,0.0003135,6.430681988354803,0.0031367256778109,1.0198293762867812,-0.2214631129290337,-0.1149257927833649,0.2437559878145317,38.02091735158744,5.544503968430468e-09,-0.0004755,-0.0005925,0.0004774166666666,4.274100942468506,0.0114427633656648,1.1663812285631412,6.236605163695407,-0.0320861062643184,-0.1618139510353077,-0.0466205323560506,0.2161465830502738,-0.1286919834753264,-0.3752287638376054,-0.1454071875699272,-0.0877151967589037,0.3003234176854236,-0.094412835056537,-0.0004754999999999,-0.0025025,3.567906704295712,0.0060458221822763,-0.0005926755974894,0.0005255640901229,10.0,0.5720788621657827,0.3885255819259793,0.0,0.6265327777552685,0.6547583133411096,0.0840351670129966,454.0,0.917243259515344,0.6116555655772853,0.0,0.9841021966239047,1.0044051791829285,0.0533286583955874,454.0,-927.5229558598148,-1324.9672003940125,397.4442445341977,38.37476169059826,30.69537313165531,3.5403694479036907,0.3552442335225195,-927.5229558598148,-1324.9672003940125,397.4442445341977,36.99963494430354,38.12907975086005,0.0,0.5308338964438777
2022-07-12,-0.00012775,-1.2005636606673709,-0.0006448075621212,-1.9384341360247552,5.21778953060357,0.3263319050332148,0.3493876280119607,38.02091735158744,5.544503968430468e-09,-0.0026934999999999,-0.0044125,0.0004774166666666,4.274100942468506,0.0114427633656648,1.1663812285631412,6.236605163695407,-0.0320861062643184,-0.1618139510353077,-0.0466205323560506,0.2161465830502738,-0.1286919834753264,-0.3752287638376054,-0.1454071875699272,-0.0877151967589037,0.3003234176854236,-0.094412835056537,-0.0004754999999999,-0.0025025,3.567906704295712,0.0016066449918969,-0.0044222638105873,0.0005255640901229,10.0,0.6115006034411165,0.4468696754569061,0.0,0.6377461691934124,0.6586511353234827,0.096645284117486,455.0,0.8983956696828328,0.5892135930881386,0.0,0.9762904150629458,1.0020404932949156,0.0318172572053444,455.0,-968.1082617514948,-1253.595412665509,285.48715091401414,33.72538854026787,29.61245540636757,0.4261754907514721,0.3645488099719369,-968.1082617514948,-1253.595412665509,285.48715091401414,35.88298812394008,38.03275749173644,0.0,0.3757895170029505
